,0,1,2,3,4,5,6,7,8
2585,usf4021_RCC_L1_MS_M.jpg,0.315359,1.0,0.736618,0.323198,0.212165,0.231164,0.232767,0.173473
1864,usf1848_RMLO_L1_MS_M.jpg,0.141433,1.0,0.40886,0.387958,0.0601035,0.10247,0.104572,0.0818358
2912,mdb075_21.png,0.0148011,1.0,0.86016,0.432488,0.202676,0.392631,0.195043,0.0941297
2971,mdb206_80.png,0.0106509,0.947929,1.0,0.273006,0.284053,0.22093,0.3598,0.0631228
2603,usf4030_RCC_L1_MS_B.jpg,0.328054,1.0,0.787268,0.301554,0.235051,0.24965,0.251947,0.183244
1008,usf1332_LMLO_L1_CL_B.jpg,0.17232,1.0,0.626834,0.217669,0.0768183,0.113156,0.110908,0.0428238
912,usf1211_LCC_L1_MS_M.jpg,0.18347,1.0,0.666113,0.223642,0.0879685,0.118346,0.108688,0.0465502
2696,usf4079_RCC_L1_MS_B.jpg,0.186956,1.0,0.520384,0.394923,0.0824317,0.120852,0.129893,0.0925407
1741,usf1783_LMLO_L1_CL_B.jpg,0.222536,1.0,0.70073,0.251267,0.0987591,0.125583,0.115833,0.0571295
270,usf0180_LMLO_L1_MS_M.jpg,0.220512,1.0,0.793897,0.196809,0.136257,0.126706,0.133745,0.0718708
3269,5181331.jpg,0.0996388,1.0,0.804396,0.258804,0.190133,0.148216,0.226448,0.0533524
780,usf1116_LMLO_L1_CL_M.jpg,0.234766,1.0,0.689904,0.179478,0.0844491,0.105717,0.110078,0.0428
2752,usf4108_LCC_L1_MS_M.jpg,0.398066,1.0,0.786983,0.36769,0.320631,0.318528,0.316826,0.265838
117,usf0078_LCC_L4_CL_M.jpg,0.209411,1.0,0.776814,0.203929,0.130319,0.127878,0.129105,0.0741599
2257,usf3088_LCC_L1_MS_M.jpg,0.223467,1.0,0.826512,0.185368,0.149924,0.130406,0.134866,0.0750938
2463,usf3481_RCC_L1_CL_B.jpg,0.152139,1.0,0.801571,0.175905,0.149109,0.131693,0.132818,0.0687309
255,usf0170_LMLO_L1_MS_M.jpg,0.174151,1.0,0.769905,0.203467,0.139672,0.125659,0.136214,0.0807978
1954,usf1900_RMLO_L1_CL_M.jpg,0.189002,1.0,0.653145,0.202783,0.0787515,0.105729,0.114373,0.0404458
2759,usf4111_LMLO_L1_MS_M.jpg,0.215576,1.0,0.693642,0.185494,0.0849872,0.1035,0.114956,0.0412247
702,usf0476_LMLO_L1_CL_B.jpg,0.170228,1.0,0.778438,0.199291,0.143746,0.126465,0.139907,0.079703
670,usf0408_LMLO_L1_CL_B.jpg,0.174238,1.0,0.751965,0.204933,0.142985,0.126015,0.135638,0.0876446
1797,usf1812_LCC_L1_MS_B.jpg,0.171402,1.0,0.670849,0.198971,0.0897431,0.113778,0.112943,0.0450708
266,usf0175_LMLO_L1_MS_M.jpg,0.134366,1.0,0.774342,0.193594,0.14211,0.127799,0.144559,0.0736752
1808,usf1818_LMLO_L1_CL_B.jpg,0.176708,1.0,0.609987,0.2586,0.0821952,0.110956,0.111125,0.0573116
676,usf0412_LCC_L1_MS_B.jpg,0.210305,1.0,0.81661,0.178506,0.139652,0.125533,0.129031,0.0690905
1921,usf1883_LCC_L1_CL_B.jpg,0.332421,1.0,0.701128,0.457578,0.262966,0.28295,0.278672,0.234318
460,usf0306_RMLO_L1_MS_B.jpg,0.271927,1.0,0.826188,0.184784,0.154334,0.132288,0.127276,0.0795617
1730,usf1778_LCC_L1_MS_B.jpg,0.143412,1.0,0.499755,0.40491,0.0850866,0.130261,0.124879,0.09455
1577,usf1691_LCC_L1_MS_B.jpg,0.310682,1.0,0.739921,0.241461,0.175873,0.191029,0.186038,0.130604
1364,usf1557_LCC_L1_MS_M.jpg,0.230681,1.0,0.722331,0.16818,0.0921115,0.109312,0.107532,0.0415284
1195,usf1461_LCC_L1_CL_B.jpg,0.198361,1.0,0.671521,0.208204,0.0850621,0.112051,0.106242,0.0428684
1645,usf1733_LCC_L1_MS_B.jpg,0.225442,1.0,0.738201,0.157348,0.096402,0.109876,0.110101,0.0380162
2399,usf3423_LCC_L1_CL_B.jpg,0.299709,1.0,0.820086,0.253706,0.230211,0.217437,0.216594,0.164014
2143,usf3031_LCC_L1_CL_M.jpg,0.440317,1.0,0.87,0.476211,0.429195,0.423143,0.42747,0.383951
2612,usf4034_LCC_L1_MS_M.jpg,0.188441,1.0,0.686718,0.192363,0.0860308,0.115891,0.108904,0.0400451
2492,usf3498_LCC_L1_CL_M.jpg,0.168353,1.0,0.78193,0.182511,0.14213,0.125686,0.131853,0.0745354
2538,usf3515_RMLO_L2_CL_M.jpg,0.18697,1.0,0.808469,0.168512,0.137527,0.130659,0.120222,0.0597894
96,usf0064_LMLO_L1_MS_B.jpg,0.238246,1.0,0.817353,0.207844,0.156799,0.134939,0.139413,0.0910914
1764,usf1794_RMLO_L1_CL_B.jpg,0.180824,1.0,0.719827,0.189281,0.0981717,0.113951,0.116318,0.0415552
1121,usf1420_LMLO_L1_CL_B.jpg,0.148029,1.0,0.583765,0.365452,0.0929552,0.132549,0.136355,0.0821598
718,usf0484_RMLO_L1_MS_B.jpg,0.191645,1.0,0.783198,0.177733,0.137558,0.124074,0.121938,0.0716734
683,usf0415_RCC_L1_MS_B.jpg,0.234317,1.0,0.803891,0.179582,0.153642,0.132997,0.13638,0.0817818
1911,usf1878_LCC_L1_MS_B.jpg,0.388191,1.0,0.796506,0.368386,0.296275,0.304797,0.299482,0.244653
2910,mdb069_19.png,0.0761064,0.996002,1.0,0.225485,0.262242,0.275483,0.182601,0.0940674
2135,usf3029_LCC_L3_MS_M.jpg,0.181208,1.0,0.780748,0.19053,0.135445,0.128061,0.130696,0.0739105
1926,usf1885_LMLO_L1_CL_B.jpg,0.194716,1.0,0.663881,0.197352,0.0818126,0.116156,0.101086,0.03927
2655,usf4057_LMLO_L1_MS_B.jpg,0.22559,1.0,0.712156,0.169098,0.0905174,0.104697,0.109052,0.0423848
981,usf1258_RCC_L2_CL_M.jpg,0.234779,1.0,0.786215,0.195428,0.11686,0.123436,0.130595,0.0465075
3103,4160701.jpg,0.287017,1.0,0.953301,0.420371,0.402262,0.407364,0.36479,0.22613
1305,usf1527_LMLO_L1_MS_M.jpg,0.204547,1.0,0.697725,0.178804,0.0865427,0.109739,0.107709,0.0392013
2453,usf3473_LMLO_L1_CL_B.jpg,0.200564,1.0,0.782016,0.162836,0.127512,0.113065,0.122071,0.0587498
3348,5195522.jpg,0.122318,1.0,0.805885,0.194191,0.243783,0.156706,0.22617,0.0482424
3362,5200900.jpg,0.193532,1.0,0.758876,0.322978,0.183588,0.235358,0.173713,0.0809776
1369,usf1561_RCC_L1_CL_B.jpg,0.458499,1.0,0.835293,0.420805,0.394114,0.382144,0.391578,0.332765
689,usf0418_LMLO_L2_MS_B.jpg,0.200118,1.0,0.816072,0.179236,0.152137,0.127463,0.136883,0.0742048
1013,usf1362_LCC_L1_MS_B.jpg,0.164107,1.0,0.618039,0.250626,0.083135,0.112772,0.117531,0.0540109
1337,usf1542_RMLO_L1_MS_B.jpg,0.138919,1.0,0.465768,0.329265,0.0678628,0.104001,0.107465,0.0708835
665,usf0405_LCC_L1_CL_B.jpg,0.208357,1.0,0.78012,0.1923,0.143756,0.130005,0.128489,0.0799238
950,usf1235_LCC_L1_CL_M.jpg,0.197166,1.0,0.758819,0.155596,0.101559,0.116446,0.109653,0.0325937
387,usf0257_LMLO_L1_CL_B.jpg,0.198798,1.0,0.774712,0.223037,0.173935,0.156128,0.163784,0.112326
678,usf0412_RCC_L1_CL_B.jpg,0.135762,1.0,0.803121,0.174084,0.152614,0.133304,0.135161,0.0726335
2004,usf1929_LMLO_L1_CL_M.jpg,0.306536,1.0,0.821285,0.231887,0.245685,0.225707,0.215617,0.149619
1595,usf1707_LMLO_L1_CL_B.jpg,0.167469,1.0,0.61299,0.326658,0.0922783,0.132714,0.126922,0.0716674
497,usf0320_LCC_L1_CL_B.jpg,0.312505,1.0,0.839538,0.189941,0.158437,0.13052,0.135731,0.0850303
1241,usf1486_RMLO_L1_MS_M.jpg,0.221279,1.0,0.732429,0.203294,0.0968755,0.11216,0.121396,0.0460178
183,usf0127_RCC_L1_MS_M.jpg,0.42379,1.0,0.885899,0.382541,0.36357,0.342103,0.339406,0.300901
2011,usf1934_LMLO_L1_CL_B.jpg,0.223166,1.0,0.660465,0.189435,0.082062,0.105728,0.102313,0.0465714
137,usf0095_RCC_L1_MS_M.jpg,0.348,1.0,0.860622,0.310739,0.296721,0.268633,0.270847,0.227567
1230,usf1480_LCC_L1_CL_B.jpg,0.162634,1.0,0.639433,0.306807,0.094698,0.127891,0.125323,0.0678087
328,usf0215_LMLO_L1_MS_M.jpg,0.327105,1.0,0.835784,0.354776,0.312467,0.299448,0.312593,0.254982
3374,5202823.jpg,0.110111,1.0,0.751659,0.315048,0.142971,0.188905,0.187419,0.0402741
1428,usf1596_LCC_L1_CL_M.jpg,0.496272,1.0,0.859759,0.456653,0.478256,0.460519,0.451069,0.395456
1712,usf1769_LCC_L1_MS_B.jpg,0.23457,1.0,0.798606,0.154672,0.131683,0.132115,0.13157,0.0530035
470,usf0309_RCC_L2_CL_B.jpg,0.197263,1.0,0.774983,0.184183,0.136825,0.1237,0.124008,0.0749423
492,usf0317_RMLO_L1_MS_B.jpg,0.256342,1.0,0.813644,0.198649,0.167821,0.134665,0.136863,0.0959767
1556,usf1680_RCC_L1_MS_B.jpg,0.164998,1.0,0.558986,0.351523,0.086078,0.121343,0.127386,0.0796871
2790,usf4127_RCC_L1_CL_M.jpg,0.271783,1.0,0.759473,0.21452,0.144886,0.15335,0.169172,0.0875684
1528,usf1662_RCC_L1_MS_M.jpg,0.219091,1.0,0.780328,0.16988,0.122861,0.127845,0.129398,0.0479507
321,usf0212_LMLO_L1_MS_M.jpg,0.228387,1.0,0.809932,0.247299,0.215569,0.197658,0.201133,0.146841
2223,usf3075_RCC_L3_CL_M.jpg,0.179197,1.0,0.787933,0.175753,0.140625,0.128353,0.127503,0.0676144
2405,usf3425_LMLO_L1_MS_B.jpg,0.185579,1.0,0.776636,0.176021,0.13467,0.116955,0.128266,0.0672747
3075,4152817.jpg,0.251958,1.0,0.854449,0.450512,0.301778,0.316829,0.352786,0.188352
1190,usf1458_RCC_L1_CL_B.jpg,0.200391,1.0,0.736365,0.162606,0.0977755,0.106878,0.113574,0.0361706
3005,mdb274_115.png,0.152986,1.0,0.824448,0.193003,0.220634,0.152651,0.267857,0.109978
3357,5200512.jpg,0.211397,1.0,0.830968,0.353186,0.288233,0.308719,0.272493,0.148002
2943,mdb144_52.png,0.0773956,1.0,0.879095,0.217889,0.339952,0.2042,0.289758,0.136894
1835,usf1834_LCC_L1_MS_B.jpg,0.124827,1.0,0.487222,0.421313,0.0849084,0.128535,0.128738,0.0928085
2111,usf3022_RCC_L1_MS_M.jpg,0.339674,1.0,0.871291,0.344917,0.323412,0.299958,0.300945,0.25231
1825,usf1829_RCC_L1_CL_B.jpg,0.195858,1.0,0.659494,0.292427,0.0930424,0.119522,0.129559,0.0635496
3134,4164601.jpg,0.055802,1.0,0.65415,0.389235,0.121923,0.2279,0.192533,0.0467346
1742,usf1784_LCC_L1_MS_B.jpg,0.216081,1.0,0.767565,0.17649,0.113971,0.122428,0.115413,0.0369097
858,usf1164_LCC_L1_MS_M.jpg,0.208592,1.0,0.764585,0.154071,0.10322,0.11625,0.110627,0.0347389
2235,usf3078_LCC_L1_MS_M.jpg,0.504617,1.0,0.863264,0.474815,0.446085,0.439224,0.447181,0.404002
3118,4162243.jpg,0.120069,1.0,0.827139,0.236707,0.202717,0.156484,0.202641,0.0463644
2728,usf4095_LMLO_L1_MS_B.jpg,0.202237,1.0,0.687175,0.200424,0.0850857,0.103736,0.12375,0.0417233
790,usf1125_LMLO_L1_CL_M.jpg,0.196443,1.0,0.698781,0.224823,0.0900539,0.119988,0.116074,0.0437641
2202,usf3064_LMLO_L1_MS_M.jpg,0.206229,1.0,0.804317,0.183244,0.140977,0.125983,0.138799,0.0698497
1848,usf1841_LMLO_L1_CL_B.jpg,0.426359,1.0,0.820815,0.374171,0.34397,0.340149,0.335538,0.286667
3038,4144233.jpg,0.0756489,1.0,0.73492,0.295631,0.152985,0.265116,0.138547,0.0326947
2314,usf3361_LCC_L1_CL_B.jpg,0.577391,1.0,0.881664,0.559149,0.532114,0.524962,0.528724,0.497758
3123,4162949.jpg,0.0855357,1.0,0.716,0.32271,0.134399,0.217276,0.16997,0.0370673
815,usf1139_LMLO_L1_MS_M.jpg,0.231176,1.0,0.72196,0.169168,0.0917636,0.11257,0.10507,0.0409028
1408,usf1584_LCC_L1_CL_M.jpg,0.166414,1.0,0.588232,0.348633,0.0864627,0.126199,0.123953,0.0741355
1859,usf1847_RCC_L1_MS_B.jpg,0.19745,1.0,0.667479,0.229242,0.087921,0.11366,0.109593,0.0500088
2338,usf3372_LMLO_L1_MS_M.jpg,0.186588,1.0,0.825223,0.186469,0.159044,0.131568,0.142529,0.0788299
2645,usf4052_RMLO_L1_CL_B.jpg,0.219598,1.0,0.687602,0.180475,0.0856255,0.11146,0.10285,0.0423487
778,usf1115_RMLO_L1_CL_M.jpg,0.192542,1.0,0.633542,0.257635,0.0829871,0.108335,0.122162,0.0560836
1951,usf1899_LCC_L1_MS_M.jpg,0.32066,1.0,0.762823,0.324894,0.24053,0.248688,0.24637,0.186358
252,usf0169_RCC_L1_CL_M.jpg,0.175797,1.0,0.785274,0.188823,0.156971,0.129861,0.133671,0.0896767
2551,usf4004_LCC_L1_MS_B.jpg,0.197815,1.0,0.750457,0.186182,0.103496,0.118977,0.115882,0.0402299
3051,4145733.jpg,0.0570461,1.0,0.773967,0.270054,0.169341,0.16271,0.217917,0.0405064
1288,usf1513_LCC_L1_CL_B.jpg,0.222845,1.0,0.707875,0.211514,0.0963295,0.107497,0.120207,0.0474855
2707,usf4084_LMLO_L1_MS_B.jpg,0.295989,1.0,0.777955,0.226924,0.202721,0.188365,0.203051,0.124407
1627,usf1724_LCC_L1_CL_M.jpg,0.195025,1.0,0.717301,0.189159,0.101515,0.116417,0.108777,0.0424997
1480,usf1627_LCC_L1_MS_M.jpg,0.209929,1.0,0.697552,0.179672,0.088549,0.109987,0.10775,0.041818
2177,usf3047_LMLO_L1_MS_M.jpg,0.202985,1.0,0.79749,0.167348,0.1418,0.122189,0.128841,0.0677723
1298,usf1519_LCC_L1_MS_B.jpg,0.236347,1.0,0.780057,0.166087,0.113916,0.119726,0.115287,0.04126
342,usf0223_RCC_L2_CL_M.jpg,0.147851,1.0,0.799667,0.19508,0.154976,0.13925,0.141679,0.0813884
348,usf0226_LCC_L1_CL_B.jpg,0.121416,1.0,0.788826,0.198133,0.153343,0.138456,0.144316,0.0834001
2824,usf4151_RMLO_L1_CL_M.jpg,0.20769,1.0,0.689082,0.219592,0.0888688,0.115942,0.108461,0.0492105
2726,usf4094_RMLO_L1_MS_B.jpg,0.217041,1.0,0.711316,0.168254,0.0903945,0.111639,0.10362,0.0388503
323,usf0212_RCC_L1_MS_M.jpg,0.523125,1.0,0.895869,0.526595,0.517444,0.502351,0.505153,0.46974
1952,usf1899_LMLO_L1_MS_M.jpg,0.315547,1.0,0.782255,0.300725,0.215577,0.230879,0.2229,0.161517
247,usf0166_RCC_L1_MS_M.jpg,0.354174,1.0,0.81962,0.213521,0.210486,0.185707,0.189591,0.132071
3265,5173416.jpg,0.0959992,1.0,0.717395,0.293117,0.149072,0.258257,0.126978,0.044645
1657,usf1739_RMLO_L1_MS_B.jpg,0.200913,1.0,0.663869,0.259225,0.0905484,0.112192,0.11751,0.0555302
688,usf0418_LMLO_L1_MS_B.jpg,0.193625,1.0,0.792558,0.213528,0.177162,0.160483,0.171399,0.107118
24,usf0015_RCC_L1_MS_M.jpg,0.428143,1.0,0.877009,0.401283,0.377027,0.355718,0.365434,0.321268
1112,usf1415_LMLO_L1_CL_M.jpg,0.163715,1.0,0.667817,0.205032,0.0892746,0.119846,0.111341,0.0450692
1378,usf1565_LMLO_L1_CL_B.jpg,0.20664,1.0,0.690235,0.180936,0.0860495,0.115012,0.102973,0.0395741
1487,usf1632_LMLO_L1_CL_B.jpg,0.189927,1.0,0.715975,0.177942,0.0979704,0.122681,0.102828,0.0387139
3110,4161445.jpg,0.245526,1.0,0.907488,0.332699,0.366619,0.288996,0.325317,0.166146
2870,usf4183_LCC_L1_CL_M.jpg,0.271211,1.0,0.777518,0.243192,0.171556,0.156813,0.170326,0.0843746
2955,mdb171_64.png,0.223049,0.792217,1.0,0.273177,0.280921,0.461415,0.162007,0.0818157
324,usf0212_RMLO_L1_MS_M.jpg,0.263314,1.0,0.837725,0.233925,0.209851,0.184616,0.187667,0.137209
2046,usf1953_RCC_L1_CL_B.jpg,0.198286,1.0,0.696109,0.281072,0.110013,0.125968,0.134346,0.0662056
872,usf1172_LMLO_L1_MS_M.jpg,0.205955,1.0,0.721753,0.171051,0.0930077,0.110184,0.109228,0.0384362
724,usf0487_LMLO_L1_CL_B.jpg,0.24105,1.0,0.822182,0.198824,0.164481,0.135473,0.13845,0.0915716
3271,5181525.jpg,0.0439291,1.0,0.836646,0.256112,0.201754,0.190498,0.203911,0.0645989
2572,usf4015_RMLO_L1_MS_B.jpg,0.2161,1.0,0.625266,0.214626,0.0748732,0.107816,0.100338,0.047948
2867,usf4179_RMLO_L1_CL_M.jpg,0.228365,1.0,0.690758,0.266615,0.0914087,0.120739,0.112835,0.062103
2158,usf3037_LCC_L1_CL_M.jpg,0.149711,1.0,0.723447,0.223427,0.126187,0.12943,0.132264,0.0772926
2516,usf3507_LCC_L1_CL_M.jpg,0.585083,1.0,0.907011,0.49303,0.492591,0.466229,0.47021,0.430508
1934,usf1890_LMLO_L1_MS_B.jpg,0.272384,1.0,0.775291,0.238745,0.194046,0.198422,0.188475,0.121017
3002,mdb267_112.png,0.236943,1.0,0.89345,0.269452,0.308697,0.322585,0.230208,0.17981
2142,usf3030_RMLO_L1_CL_B.jpg,0.14801,1.0,0.80838,0.185844,0.150957,0.136111,0.136485,0.0752364
488,usf0316_RMLO_L1_MS_B.jpg,0.205495,1.0,0.787547,0.171601,0.135403,0.122703,0.119313,0.068748
2856,usf4170_RMLO_L1_CL_B.jpg,0.176825,1.0,0.698517,0.196747,0.0859808,0.117876,0.116239,0.0356511
2037,usf1947_LMLO_L1_MS_B.jpg,0.235121,1.0,0.803157,0.150315,0.130114,0.12942,0.123214,0.0411267
2265,usf3103_RCC_L1_MS_B.jpg,0.192233,1.0,0.776126,0.165215,0.137007,0.116133,0.122107,0.0686673
2636,usf4046_RMLO_L1_MS_B.jpg,0.203808,1.0,0.678762,0.187497,0.0865816,0.107825,0.107911,0.0453424
732,usf0492_LMLO_L1_CL_B.jpg,0.174221,1.0,0.766359,0.204948,0.143051,0.128145,0.13773,0.0849262
3146,5111047.jpg,0.240686,1.0,0.880188,0.283891,0.361781,0.324262,0.225397,0.126181
3332,5193556.jpg,0.138627,1.0,0.736427,0.272762,0.141806,0.144867,0.168987,0.0412203
265,usf0175_LCC_L1_MS_M.jpg,0.163738,1.0,0.780184,0.200883,0.143347,0.136255,0.135254,0.0793313
3225,5170001.jpg,0.473603,1.0,0.895696,0.587556,0.51777,0.537625,0.511427,0.421915
1984,usf1916_LCC_L1_CL_B.jpg,0.185673,1.0,0.616279,0.228957,0.0788252,0.109902,0.106961,0.0523964
728,usf0490_RMLO_L1_CL_B.jpg,0.30226,1.0,0.849829,0.218961,0.204988,0.17973,0.179945,0.128914
552,usf0362_LCC_L1_MS_B.jpg,0.471037,1.0,0.841874,0.424054,0.407007,0.386962,0.391145,0.355491
3291,5184143.jpg,0.0945734,1.0,0.757587,0.254652,0.174027,0.145368,0.232214,0.0392576
2403,usf3425_LCC_L1_MS_B.jpg,0.312248,1.0,0.829481,0.239768,0.215245,0.184733,0.191963,0.137325
2033,usf1945_LMLO_L1_CL_B.jpg,0.201877,1.0,0.747994,0.171592,0.0980738,0.126831,0.105308,0.0314833
1592,usf1706_LCC_L1_CL_B.jpg,0.220293,1.0,0.779082,0.149245,0.109687,0.117491,0.109051,0.0354846
3215,5165226.jpg,0.161765,1.0,0.78953,0.419785,0.259534,0.297408,0.323585,0.149103
1834,usf1833_LMLO_L1_MS_B.jpg,0.132124,1.0,0.461868,0.348887,0.0683302,0.109234,0.107275,0.0717688
1885,usf1863_RMLO_L1_MS_B.jpg,0.186544,1.0,0.616986,0.217806,0.0755826,0.105653,0.107809,0.0475531
811,usf1136_RCC_L1_CL_M.jpg,0.479836,1.0,0.872198,0.428265,0.403215,0.397982,0.400136,0.347056
2773,usf4119_LCC_L1_CL_M.jpg,0.521874,1.0,0.789655,0.590153,0.462994,0.452732,0.458762,0.426409
2553,usf4005_LCC_L1_MS_M.jpg,0.237041,1.0,0.696048,0.182697,0.0876436,0.103917,0.111102,0.0461724
2659,usf4060_LCC_L1_MS_B.jpg,0.220917,1.0,0.698675,0.17567,0.0887111,0.105016,0.108824,0.0445156
2343,usf3376_LCC_L1_MS_M.jpg,0.265196,1.0,0.801361,0.290744,0.254408,0.237365,0.241763,0.192812
1393,usf1575_LMLO_L1_MS_M.jpg,0.206562,1.0,0.68708,0.191221,0.0861236,0.112462,0.106053,0.0443219
261,usf0174_RCC_L3_MS_M.jpg,0.120128,1.0,0.685955,0.257127,0.115032,0.129877,0.141631,0.0706259
134,usf0092_RMLO_L1_CL_M.jpg,0.283485,1.0,0.839839,0.164244,0.149792,0.126644,0.12681,0.0680876
910,usf1207_LCC_L1_MS_M.jpg,0.17406,1.0,0.646744,0.308641,0.100189,0.129414,0.125323,0.0707659
1381,usf1567_LCC_L1_MS_B.jpg,0.19544,1.0,0.714179,0.178333,0.0929036,0.114867,0.108681,0.0393702
2714,usf4088_LMLO_L1_MS_B.jpg,0.469393,1.0,0.854675,0.407208,0.397762,0.382849,0.38967,0.331469
2699,usf4080_LMLO_L1_MS_B.jpg,0.243961,1.0,0.653873,0.33042,0.0945485,0.122184,0.130341,0.0815788
2330,usf3366_RMLO_L1_MS_B.jpg,0.263261,1.0,0.821796,0.182883,0.158417,0.133282,0.128437,0.0826497
596,usf0378_LMLO_L1_MS_B.jpg,0.159839,1.0,0.774395,0.188736,0.142016,0.121493,0.14383,0.0688889
2273,usf3108_LCC_L1_MS_M.jpg,0.192808,1.0,0.809845,0.194973,0.148635,0.138401,0.134417,0.0782936
797,usf1128_RCC_L1_MS_M.jpg,0.247207,1.0,0.80828,0.159733,0.133852,0.124902,0.127979,0.049813
1661,usf1742_LMLO_L1_MS_B.jpg,0.214961,1.0,0.678965,0.246541,0.0929735,0.118423,0.112,0.0578715
2348,usf3379_RCC_L1_MS_M.jpg,0.202662,1.0,0.803377,0.177522,0.141086,0.119376,0.137654,0.0691633
713,usf0482_LCC_L1_CL_B.jpg,0.371968,1.0,0.850048,0.217754,0.224176,0.174544,0.190357,0.135319
737,usf0495_LCC_L1_CL_B.jpg,0.346039,1.0,0.816526,0.319,0.277821,0.263896,0.271011,0.225542
1439,usf1602_RMLO_L1_MS_B.jpg,0.229549,1.0,0.691168,0.296367,0.103506,0.125993,0.130055,0.0685216
386,usf0257_LCC_L1_CL_B.jpg,0.306743,1.0,0.808754,0.328637,0.28565,0.273402,0.276914,0.232418
1016,usf1363_RMLO_L1_MS_B.jpg,0.190199,1.0,0.697092,0.201182,0.0868663,0.10949,0.124739,0.0390279
1420,usf1591_LCC_L1_CL_M.jpg,0.492737,1.0,0.840583,0.483729,0.408243,0.401797,0.407219,0.358223
3258,5172852.jpg,0.0434504,1.0,0.71224,0.296313,0.151237,0.262656,0.154107,0.0365272
1351,usf1550_LCC_L1_CL_B.jpg,0.222318,1.0,0.690276,0.312195,0.109335,0.137191,0.133468,0.0747271
616,usf0384_RMLO_L3_MS_B.jpg,0.24934,1.0,0.823079,0.192082,0.154321,0.128703,0.139793,0.0797144
752,usf0505_RMLO_L1_CL_B.jpg,0.168003,1.0,0.824874,0.199171,0.171594,0.144345,0.147014,0.0944415
779,usf1116_LCC_L1_CL_M.jpg,0.217043,1.0,0.688431,0.179639,0.0874363,0.105261,0.105887,0.0459979
2838,usf4161_RMLO_L1_CL_M.jpg,0.475693,1.0,0.809376,0.443725,0.389249,0.39589,0.399616,0.354855
36,usf0023_LCC_L1_MS_M.jpg,0.175031,1.0,0.796801,0.196213,0.147528,0.129812,0.139817,0.0811071
2024,usf1941_LCC_L1_CL_B.jpg,0.165605,1.0,0.643046,0.289078,0.0954767,0.125216,0.120185,0.0624255
1470,usf1622_LCC_L1_MS_M.jpg,0.198059,1.0,0.69865,0.216722,0.12076,0.143746,0.136987,0.0695994
1521,usf1655_LMLO_L1_CL_B.jpg,0.407831,1.0,0.868026,0.373395,0.368631,0.36191,0.349352,0.286965
557,usf0364_LCC_L2_MS_B.jpg,0.350515,1.0,0.810721,0.320623,0.291681,0.280758,0.28582,0.238589
1471,usf1622_LMLO_L1_MS_M.jpg,0.148652,1.0,0.561703,0.315239,0.080191,0.126585,0.11236,0.0644804
69,usf0043_RMLO_L1_MS_M.jpg,0.227946,1.0,0.822199,0.198192,0.153526,0.136089,0.134273,0.0850193
258,usf0173_LMLO_L1_MS_M.jpg,0.169917,1.0,0.796625,0.180148,0.142721,0.126643,0.133479,0.0725247
2996,mdb249_106.png,0.113552,1.0,0.981075,0.209063,0.214428,0.229872,0.176062,0.105995
2005,usf1930_LCC_L1_CL_M.jpg,0.21966,1.0,0.726856,0.169298,0.0948953,0.111976,0.111299,0.039105
1959,usf1903_LCC_L1_CL_M.jpg,0.155082,1.0,0.573142,0.355109,0.0889859,0.129366,0.128594,0.0814328
2377,usf3400_LMLO_L2_CL_B.jpg,0.23534,1.0,0.776262,0.154587,0.126913,0.110501,0.118476,0.0588731
237,usf0160_LMLO_L1_MS_M.jpg,0.162824,1.0,0.754662,0.209866,0.148899,0.129892,0.140502,0.0925573
2303,usf3157_RMLO_L1_MS_B.jpg,0.238533,1.0,0.827826,0.217893,0.203605,0.18636,0.180123,0.12621
751,usf0505_RCC_L1_CL_B.jpg,0.120737,1.0,0.804785,0.19785,0.167307,0.143193,0.149572,0.0913534
3022,4142352.jpg,0.201134,1.0,0.818867,0.341764,0.282218,0.240111,0.339722,0.136717
2918,mdb092_27.png,0.0751377,1.0,0.970528,0.22005,0.218923,0.189821,0.213291,0.0968821
1932,usf1889_RMLO_L1_MS_B.jpg,0.17369,1.0,0.638377,0.28392,0.0889923,0.125196,0.12057,0.0606118
124,usf0086_RCC_L1_MS_M.jpg,0.323864,1.0,0.828808,0.349807,0.305137,0.29214,0.295087,0.24918
1632,usf1726_LMLO_L1_MS_M.jpg,0.223108,1.0,0.66571,0.251987,0.0892471,0.115689,0.10873,0.0573034
88,usf0062_LCC_L1_MS_B.jpg,0.209526,1.0,0.769109,0.171296,0.130886,0.115639,0.122977,0.0677339
2710,usf4086_LCC_L1_MS_B.jpg,0.21155,1.0,0.706239,0.172899,0.0889588,0.108783,0.108442,0.0404257
2722,usf4092_LMLO_L1_MS_B.jpg,0.292352,1.0,0.753081,0.215692,0.168215,0.184434,0.193586,0.0975688
309,usf0206_LCC_L1_MS_M.jpg,0.181511,1.0,0.824659,0.199672,0.177848,0.145864,0.151435,0.0929668
1631,usf1726_LCC_L1_MS_M.jpg,0.221459,1.0,0.654461,0.233664,0.0914662,0.110452,0.104197,0.055452
580,usf0374_RCC_L2_MS_B.jpg,0.269047,1.0,0.807836,0.254902,0.230867,0.212298,0.218862,0.165035
710,usf0480_LMLO_L2_CL_B.jpg,0.427195,1.0,0.854228,0.400736,0.368996,0.345613,0.349655,0.311498
1413,usf1587_LMLO_L1_MS_M.jpg,0.155725,1.0,0.579544,0.32426,0.083101,0.131763,0.117892,0.065749
