,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256
2920,mdb097_29.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042008,0.0,0.00021004,0.00042008,0.00273052,0.00273052,0.00567108,0.00651124,0.00798152,0.0063012,0.00882168,0.00987188,0.0128124,0.0149128,0.0218442,0.0249947,0.0281453,0.0352867,0.047259,0.0483092,0.0520899,0.0462088,0.0476791,0.0453686,0.0453686,0.0380172,0.0403277,0.0336064,0.0333963,0.0302457,0.0247847,0.0233144,0.020794,0.0153329,0.0235245,0.0268851,0.0220542,0.0174333,0.0180634,0.021214,0.021004,0.0182735,0.0165932,0.0149128,0.00966184,0.00378072,0.0021004,0.00147028,0.0010502,0.00021004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1557,usf1680_RMLO_L1_MS_B.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51492e-06,7.5746e-06,2.42387e-05,6.21118e-05,0.000124224,0.000212846,0.000354491,0.000441599,0.000452961,0.000416603,0.000416603,0.000417361,0.000474928,0.000646871,0.000949098,0.00160051,0.00289653,0.00491516,0.00787607,0.0116323,0.0165482,0.0209029,0.0271807,0.0324754,0.0365793,0.0398606,0.0434775,0.0457938,0.049213,0.0480298,0.0479109,0.0459453,0.0465565,0.0461134,0.0454098,0.0425019,0.0428162,0.0399462,0.0372761,0.0320989,0.0287093,0.0250522,0.0220232,0.0181465,0.0158211,0.0131169,0.0110317,0.00909028,0.00757915,0.00619224,0.00526359,0.0042948,0.00342296,0.00258597,0.00212998,0.00163233,0.0012286,0.00085896,0.000599909,0.000304499,0.000175731,8.5593e-05,3.48432e-05,4.54476e-06,1.51492e-06,7.5746e-07,3.7873e-06,2.27238e-06,5.30222e-06,2.27238e-06,3.02984e-06,7.5746e-07,3.7873e-06,1.51492e-06,3.02984e-06,3.02984e-06,1.51492e-06,1.51492e-06,1.51492e-06,1.51492e-06,2.27238e-06,1.51492e-06,7.5746e-07,3.02984e-06,0.0,1.51492e-06,1.51492e-06,1.51492e-06,3.02984e-06,0.0,7.5746e-07,7.5746e-07,0.0,7.5746e-07,7.5746e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,usf0038_LCC_L2_CL_M.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4e-06,7e-06,1.3e-05,3.1e-05,3.8e-05,5.3e-05,6.9e-05,8e-05,0.000106,0.000132,0.000189,0.00023,0.000288,0.000369,0.000419,0.000484,0.000571,0.000799,0.00112,0.001811,0.002987,0.004457,0.006424,0.008126,0.010084,0.011457,0.013148,0.016087,0.018942,0.0222,0.026123,0.028816,0.03168,0.03439,0.035754,0.036507,0.036923,0.036822,0.036334,0.035887,0.034688,0.034039,0.033442,0.033146,0.033014,0.03233,0.031209,0.028842,0.026513,0.02401,0.021694,0.019741,0.017751,0.016525,0.015399,0.014522,0.013396,0.012121,0.011276,0.010685,0.010336,0.009735,0.008973,0.007928,0.006837,0.005707,0.004816,0.003894,0.003297,0.002688,0.002274,0.002009,0.001675,0.001594,0.001396,0.00105,0.000657,0.000378,0.000194,0.000104,5.5e-05,4.6e-05,2.3e-05,1e-05,4e-06,1e-06,1e-06,0.0,3e-06,0.0,0.0,0.0,0.0,4e-06,0.0,1e-06,1e-06,0.0,1e-06,1e-06,1e-06,0.0,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,usf0145_RCC_L1_MS_B.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-05,9.5e-05,0.000771,0.004425,0.015819,0.036648,0.052166,0.044505,0.022747,0.011561,0.008796,0.00789,0.007102,0.006486,0.006186,0.00593,0.005905,0.005995,0.005909,0.005535,0.005098,0.00479,0.004846,0.004861,0.004972,0.004781,0.00427,0.003499,0.003003,0.002932,0.002943,0.002969,0.002862,0.002703,0.002693,0.002602,0.002474,0.002384,0.00234,0.002071,0.002131,0.00197,0.001805,0.001743,0.001638,0.001534,0.001529,0.001475,0.001531,0.001505,0.001543,0.001477,0.001499,0.001491,0.001513,0.001547,0.001522,0.001537,0.001626,0.001619,0.001799,0.001907,0.002042,0.00203,0.002075,0.002025,0.001973,0.001862,0.00187,0.001798,0.0018,0.001661,0.00171,0.001692,0.001623,0.001624,0.001548,0.001448,0.00146,0.001571,0.001721,0.001757,0.002074,0.002064,0.002111,0.002274,0.002408,0.002621,0.002978,0.003204,0.00342,0.003798,0.004098,0.004738,0.005104,0.005444,0.00573,0.006072,0.006511,0.006803,0.007305,0.00767,0.008157,0.008723,0.00923,0.009699,0.010375,0.010557,0.011007,0.011722,0.012512,0.013271,0.013619,0.013927,0.01355,0.013398,0.013349,0.012964,0.012911,0.013158,0.013214,0.013176,0.012873,0.012752,0.012571,0.012473,0.012448,0.011921,0.011358,0.010905,0.010418,0.00984,0.009368,0.008783,0.008163,0.007714,0.006967,0.006819,0.006097,0.005498,0.004865,0.004116,0.003419,0.003169,0.002681,0.002506,0.002436,0.002493,0.002601,0.002482,0.002632,0.002605,0.002857,0.002803,0.002948,0.003177,0.003288,0.003543,0.003447,0.003396,0.003376,0.003375,0.003491,0.003554,0.003686,0.003913,0.004151,0.003742,0.00313,0.002544,0.002005,0.001374,0.000799,0.000351,0.000205,0.000172,0.000154,0.000169,0.000174,0.000173,0.000205,0.000143,0.000155,0.000132,0.000163,0.000211,0.000264,6e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1830,usf1831_RMLO_L1_CL_B.jpg,0.000255264,9.08953e-05,6.43841e-05,6.96864e-05,5.68095e-05,4.772e-05,5.98394e-05,5.15073e-05,7.27162e-05,7.87759e-05,7.5746e-05,9.61975e-05,0.000108317,0.00010453,0.000128011,0.000143917,0.000149977,0.000163611,0.000204514,0.000209059,0.000233298,0.000265111,0.000321163,0.000345402,0.00038176,0.00038479,0.00048326,0.000446902,0.000551431,0.000543857,0.000608241,0.000746099,0.0008173,0.000918799,0.00096046,0.00106575,0.0010809,0.00119754,0.00131647,0.00137025,0.00146341,0.00149371,0.0015634,0.00154749,0.00152628,0.00146266,0.0015278,0.0015028,0.00139524,0.00151644,0.00148386,0.00147326,0.0015634,0.00152704,0.00161566,0.00165126,0.00171338,0.00174367,0.00176488,0.00195652,0.00200197,0.0021224,0.00219058,0.00214892,0.00219664,0.00212089,0.00211786,0.00208832,0.00221481,0.00216634,0.00223678,0.00219285,0.00222542,0.00228602,0.00230192,0.00212619,0.00212543,0.00218149,0.0022239,0.00216482,0.00208377,0.00207544,0.00202621,0.00194819,0.00185957,0.0018732,0.00195046,0.00206181,0.00207393,0.00223148,0.00223299,0.00219285,0.00220118,0.00234358,0.00243827,0.00269959,0.00309271,0.00316846,0.00346841,0.00379866,0.00421981,0.0043198,0.00429783,0.00433495,0.00423723,0.00422663,0.00405014,0.00385244,0.00384411,0.0039494,0.00413952,0.00410241,0.00431677,0.00444932,0.00469928,0.00473716,0.00487426,0.00504166,0.00551658,0.00563248,0.00605211,0.00598545,0.00623769,0.00635661,0.0065028,0.00650507,0.00695273,0.0074322,0.00830858,0.00867292,0.00915391,0.00964247,0.0104477,0.0106234,0.0113899,0.0116323,0.0122739,0.0125329,0.0127549,0.0127518,0.0132859,0.0139865,0.0152621,0.0158976,0.0174254,0.0185138,0.0201863,0.021427,0.0218573,0.0221868,0.0235335,0.0238168,0.0238714,0.0231412,0.0235661,0.0228056,0.0217755,0.0205135,0.0195122,0.0180639,0.0174769,0.0157393,0.0141887,0.0125004,0.0116755,0.0105461,0.00975912,0.00881608,0.0081889,0.00751779,0.00678382,0.00588092,0.00540902,0.00475761,0.00469777,0.00405014,0.00377064,0.00332677,0.00312831,0.00279806,0.00274807,0.00270944,0.00275867,0.00283593,0.00277836,0.00256931,0.00236934,0.0022383,0.00194364,0.00151795,0.00117558,0.000853658,0.000607483,0.000384032,0.000258294,0.000177246,0.000118164,7.7261e-05,6.21118e-05,3.33283e-05,2.87835e-05,1.74216e-05,1.28768e-05,6.81714e-06,3.7873e-06,4.54476e-06,7.5746e-07,0.0,0.0,0.0,0.0,0.0,0.0,7.5746e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,usf1125_LCC_L1_CL_M.jpg,0.00186108,0.000657476,0.000394637,0.000240115,0.000185578,0.000172701,0.000161339,0.000154522,0.00019391,0.000221178,0.000201484,0.000200727,0.000221178,0.000236328,0.000218906,0.000253749,0.000249962,0.000262081,0.000282533,0.000279503,0.000310559,0.00029541,0.000310559,0.000330253,0.000359036,0.000371913,0.000359036,0.000395394,0.000390092,0.000436297,0.000444629,0.000452961,0.000489319,0.000502196,0.000562793,0.000574912,0.000618088,0.000619603,0.000639297,0.000694591,0.00071883,0.000687774,0.00075746,0.000747613,0.000734737,0.000752158,0.000777154,0.000740039,0.000779427,0.000761248,0.000770337,0.000759733,0.000752158,0.000768065,0.000828662,0.000759733,0.000799121,0.000807453,0.000824874,0.000845326,0.000941523,0.000913497,0.000998333,0.00102939,0.00109832,0.00112634,0.00121042,0.00125208,0.00132101,0.00137479,0.0013604,0.00127405,0.00121042,0.00118391,0.00108241,0.00103772,0.00105741,0.00110968,0.00128465,0.00135358,0.00147478,0.00163384,0.00165581,0.00163914,0.00160127,0.00143614,0.00131116,0.0012286,0.00128238,0.00130359,0.001421,0.00157703,0.00157022,0.0016596,0.00173155,0.00176337,0.00172928,0.001599,0.00151871,0.00138918,0.00128996,0.00115437,0.00119073,0.00114755,0.0011877,0.00112862,0.00110135,0.000989243,0.000977124,0.000877139,0.000861232,0.00075746,0.000699893,0.000683229,0.000683229,0.000615058,0.000642326,0.000656718,0.000755188,0.000736252,0.000791546,0.000830177,0.000792304,0.000815785,0.000861232,0.000881684,0.000902135,0.000929404,0.000949098,0.000986213,0.0010203,0.000965762,0.000936979,0.00105211,0.00123012,0.00142933,0.00146038,0.00157703,0.00172928,0.00191789,0.00208302,0.00220724,0.00221936,0.00214892,0.00211256,0.0022383,0.00276473,0.00338055,0.00436297,0.00528404,0.00667929,0.00779351,0.00908801,0.0104393,0.0122436,0.0138343,0.0156203,0.0164331,0.0179192,0.0185881,0.020456,0.0205075,0.0215551,0.0222307,0.0233783,0.0231313,0.023351,0.023273,0.0243228,0.0249008,0.0252727,0.0244137,0.0251916,0.0252651,0.0262074,0.0250272,0.0250386,0.023913,0.0240857,0.0239744,0.0242562,0.0232328,0.0228836,0.0218808,0.0209907,0.0189403,0.0182419,0.0162824,0.0141645,0.0118323,0.0103121,0.00860551,0.00740418,0.00571958,0.00448795,0.0032639,0.00259203,0.00170883,0.00113316,0.000676412,0.000422663,0.000262839,0.000208302,0.000159067,0.000139373,0.000126496,0.000124981,0.000132556,0.000121194,0.000124981,0.000153764,0.000131798,0.000130283,0.000146947,0.000155279,0.000115134,0.000113619,9.24102e-05,6.51416e-05,7.34737e-05,7.12013e-05,7.27162e-05,6.05968e-05,5.07498e-05,3.56006e-05,2.34813e-05,1.59067e-05,6.81714e-06,7.5746e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,usf3476_LCC_L1_CL_M.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,5e-06,2e-05,3.4e-05,4.8e-05,4.8e-05,8.6e-05,0.000109,0.000163,0.00034,0.000702,0.001507,0.003415,0.006316,0.010344,0.015187,0.019687,0.023411,0.025802,0.027018,0.027082,0.026976,0.02661,0.026183,0.026458,0.025807,0.025102,0.024788,0.024155,0.02365,0.023832,0.024229,0.023989,0.023946,0.023029,0.023681,0.024389,0.026144,0.028187,0.030724,0.031799,0.032099,0.030926,0.030761,0.030427,0.032211,0.033778,0.03419,0.031389,0.0269,0.020135,0.012855,0.005888,0.002262,0.000783,0.000325,5.5e-05,3e-06,2e-06,2e-06,2e-06,1e-06,0.0,1e-06,0.0,0.0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,usf0186_RCC_L1_CL_M.jpg,0.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-06,1.1e-05,0.000118,0.000871,0.00331,0.005798,0.004522,0.00344,0.003787,0.003425,0.002203,0.001568,0.001621,0.001976,0.002586,0.003059,0.003312,0.003476,0.003644,0.004032,0.00452,0.004767,0.004654,0.004518,0.004832,0.004891,0.004621,0.004238,0.003783,0.003585,0.003531,0.003497,0.003648,0.00375,0.003947,0.004431,0.004687,0.004655,0.004586,0.004665,0.004831,0.005138,0.00533,0.005299,0.005512,0.00604,0.006756,0.007641,0.008248,0.008549,0.008875,0.008902,0.008822,0.008828,0.00887,0.0096,0.010669,0.011836,0.012481,0.012939,0.012355,0.011628,0.010737,0.010106,0.009692,0.00914,0.008467,0.007655,0.007138,0.006406,0.005703,0.005403,0.005222,0.004819,0.004451,0.004309,0.004473,0.004358,0.004631,0.004958,0.005573,0.006155,0.006701,0.007539,0.007876,0.00803,0.008215,0.008319,0.008277,0.008418,0.008316,0.00884,0.008986,0.009241,0.009317,0.009568,0.00961,0.009113,0.008947,0.008565,0.008213,0.007866,0.007615,0.007606,0.007469,0.007432,0.007266,0.007504,0.007944,0.008089,0.008156,0.008296,0.008119,0.008298,0.00807,0.007953,0.007859,0.007504,0.007234,0.006858,0.006741,0.005898,0.005519,0.005301,0.005087,0.004865,0.004996,0.004639,0.004324,0.004095,0.003838,0.003819,0.003528,0.003172,0.002833,0.002577,0.002171,0.001713,0.001401,0.001125,0.000827,0.000552,0.000483,0.000308,0.0003,0.0002,0.000198,0.000163,0.000121,0.000117,0.0001,9.4e-05,8.8e-05,7.1e-05,4.5e-05,4.5e-05,4.3e-05,3.8e-05,3.2e-05,2.3e-05,2.8e-05,2.8e-05,1.4e-05,1.5e-05,1.3e-05,1.2e-05,1e-05,4e-06,5e-06,7e-06,1.1e-05,9e-06,1e-06,6e-06,4e-06,2e-06,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3101,4160553.jpg,0.141888,0.006144,0.003568,0.003792,0.002192,0.001888,0.001824,0.001536,0.001552,0.0016,0.001552,0.001504,0.00176,0.001456,0.00152,0.001632,0.00176,0.001984,0.001936,0.00144,0.00176,0.001696,0.001824,0.002176,0.001792,0.001936,0.002112,0.001888,0.001936,0.001952,0.001936,0.001776,0.001824,0.001712,0.002112,0.002032,0.002256,0.002,0.002304,0.00224,0.002496,0.002592,0.0024,0.002784,0.00256,0.003232,0.002976,0.002912,0.002624,0.003216,0.002944,0.002864,0.003008,0.002864,0.002816,0.002976,0.002864,0.003008,0.003264,0.00368,0.003712,0.003312,0.004352,0.004672,0.004512,0.004096,0.004992,0.0048,0.004656,0.004912,0.005088,0.005216,0.005088,0.00568,0.005504,0.005824,0.006032,0.006736,0.007024,0.00728,0.007008,0.00704,0.007312,0.007184,0.007616,0.007744,0.007952,0.007952,0.007152,0.008032,0.006576,0.007168,0.006768,0.00648,0.006544,0.006864,0.005936,0.006288,0.006752,0.00664,0.006384,0.006016,0.006992,0.007008,0.007024,0.007952,0.007776,0.008,0.007504,0.00704,0.006368,0.007184,0.008768,0.00784,0.006912,0.007408,0.007456,0.007456,0.007792,0.007904,0.007888,0.00784,0.008464,0.007904,0.008448,0.00816,0.008112,0.008544,0.01,0.010384,0.011424,0.011936,0.0112,0.01096,0.011024,0.010416,0.010032,0.009712,0.009104,0.010064,0.00984,0.008896,0.007888,0.007696,0.0072,0.006656,0.006624,0.005776,0.00664,0.006784,0.005968,0.005072,0.004192,0.004368,0.005152,0.004464,0.004048,0.00424,0.003728,0.00216,0.001648,0.001024,0.000608,0.000352,0.000112,8e-05,6.4e-05,1.6e-05,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,3.2e-05,0.0,0.0,0.0,3.2e-05,1.6e-05,0.0,1.6e-05,0.0,4.8e-05,1.6e-05,1.6e-05,6.4e-05,0.000112,0.000688,0.001232,0.00736,0.002768,0.001904,0.000864,0.000352,0.00016,9.6e-05,3.2e-05,1.6e-05,1.6e-05,1.6e-05,0.0,1.6e-05,1.6e-05,0.0,0.0,0.0,0.0,0.0,1.6e-05,0.0,0.0,1.6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2775,usf4120_LCC_L1_MS_M.jpg,0.154869,4.84775e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.30222e-06,2.65111e-05,3.63581e-05,3.10559e-05,3.56006e-05,2.9541e-05,5.15073e-05,5.7567e-05,9.46826e-05,0.000141645,0.00023254,0.000367368,0.000560521,0.000627177,0.000730949,0.000716558,0.000743069,0.000837751,0.00101727,0.00117785,0.00166414,0.00240266,0.00419936,0.00674443,0.0120467,0.0198121,0.0298636,0.0393993,0.0505279,0.0574473,0.063791,0.062467,0.0619163,0.0584146,0.0561824,0.0509725,0.0446871,0.0362672,0.0307249,0.0247606,0.0197478,0.0152878,0.0122496,0.00940008,0.00753294,0.00542569,0.00428874,0.00335252,0.00304272,0.00254734,0.00222845,0.00183381,0.00160582,0.00138691,0.0011324,0.000994546,0.000898348,0.000786244,0.000555976,0.000287835,0.000157552,8.48356e-05,6.66565e-05,6.21118e-05,7.04438e-05,7.27162e-05,9.01378e-05,0.000103772,8.33206e-05,5.83245e-05,5.22648e-05,4.01454e-05,2.49962e-05,3.10559e-05,3.10559e-05,2.72686e-05,2.57537e-05,2.49962e-05,1.9694e-05,1.13619e-05,2.72686e-05,2.19664e-05,2.04514e-05,1.89365e-05,1.81791e-05,2.49962e-05,5.7567e-05,6.51416e-05,9.544e-05,8.02908e-05,7.80184e-05,8.5593e-05,6.58991e-05,4.92349e-05,5.22648e-05,3.56006e-05,3.33283e-05,3.71156e-05,1.28768e-05,1.51492e-05,3.48432e-05,4.31752e-05,3.63581e-05,9.92273e-05,0.000178761,0.000297682,0.000467353,0.000701408,0.00167702,0.00156416,0.00140736,0.00428798,0.00572034,0.000268141,0.000124224,0.000196182,0.00014316,8.02908e-05,5.83245e-05,8.86229e-05,0.000165884,0.000316618,0.000747613,0.00718906,0.00075746,0.0
