,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
962,usf1243_LMLO_L1_CL_M.jpg,1.58746e-07,1.72235e-07,1.49989e-07,2.00389e-07,-9.66499e-06,-9.61989e-06,-9.67512e-06,-9.59009e-06,0.992849,0.972878,1.0,0.947311,1.65496e-06,1.64375e-06,1.65936e-06,1.6297e-06,1.59077e-07,1.72765e-07,1.50361e-07,2.00989e-07,1.58473e-07,1.71809e-07,1.4967e-07,1.99899e-07
2021,usf1939_LMLO_L1_CL_B.jpg,1.77849e-07,1.9449e-07,1.6585e-07,1.99429e-07,-8.27351e-06,-8.23307e-06,-8.28783e-06,-8.22824e-06,0.984338,0.957424,1.0,0.953246,1.37527e-06,1.36315e-06,1.38127e-06,1.3607e-06,1.78082e-07,1.94784e-07,1.66053e-07,1.9979e-07,1.77646e-07,1.94234e-07,1.65669e-07,1.99122e-07
548,usf0358_LCC_L1_MS_M.jpg,4.05479e-07,4.02352e-06,3.98049e-06,4.02039e-06,-2.47888e-05,-2.45701e-05,-2.47165e-05,-2.45776e-05,1.0,0.972447,0.993433,0.973997,4.59893e-06,4.52978e-06,4.57288e-06,4.53262e-06,4.07088e-07,5.05745e-05,5.07111e-05,5.05843e-05,4.0442e-07,4.57225e-07,3.99563e-07,4.51401e-07
2680,usf4070_RMLO_L1_MS_B.jpg,1.89409e-07,1.99615e-07,1.70653e-07,2.24324e-07,-1.11217e-05,-1.10776e-05,-1.11466e-05,-1.10498e-05,0.985468,0.970833,1.0,0.948353,1.93419e-06,1.92386e-06,1.94362e-06,1.91149e-06,1.89745e-07,2.00155e-07,1.71181e-07,2.24832e-07,1.89198e-07,1.99232e-07,1.70295e-07,2.23985e-07
1947,usf1897_LCC_L1_CL_M.jpg,1.81852e-07,1.38898e-06,1.34718e-06,1.38041e-06,-1.04948e-05,-1.04032e-05,-1.04813e-05,-1.04134e-05,0.994466,0.94811,1.0,0.957694,1.78961e-06,1.75549e-06,1.78366e-06,1.76085e-06,1.81862e-07,1.70088e-05,1.70209e-05,1.70081e-05,1.81844e-07,2.22614e-07,1.7595e-07,2.11672e-07
292,usf0192_RMLO_L1_MS_M.jpg,2.47792e-07,2.61283e-07,2.36857e-07,2.69663e-07,-8.03666e-06,-7.99972e-06,-8.04548e-06,-7.993e-06,0.986899,0.962825,1.0,0.954544,1.28526e-06,1.27431e-06,1.29071e-06,1.27011e-06,2.4826e-07,2.61846e-07,2.37278e-07,2.70146e-07,2.47531e-07,2.60978e-07,2.36624e-07,2.6937e-07
2953,mdb167_62.png,8.42084e-05,0.00011124,0.000103022,0.000103912,-0.00113969,-0.00107373,-0.00113202,-0.00107513,1.0,0.812948,0.927124,0.827466,0.000294006,0.000267059,0.000284859,0.000270574,8.55433e-05,0.00011441,0.000105135,0.000106637,8.2957e-05,0.000108267,0.00010104,0.000101357
2830,usf4156_RMLO_L1_CL_M.jpg,9.02507e-07,9.31723e-07,6.62604e-07,1.05372e-06,-2.34836e-05,-2.33863e-05,-2.36487e-05,-2.32788e-05,0.93778,0.920603,1.0,0.879448,4.13764e-06,4.11289e-06,4.23569e-06,4.05455e-06,9.81653e-07,1.0164e-06,6.75324e-07,1.1464e-06,8.30733e-07,8.55044e-07,6.52271e-07,9.69594e-07
168,usf0110_RMLO_L1_MS_M.jpg,5.69847e-07,4.34888e-06,4.29444e-06,4.36282e-06,-2.80262e-05,-2.77968e-05,-2.79572e-05,-2.77856e-05,1.0,0.962978,0.989999,0.959952,5.18151e-06,5.10629e-06,5.15166e-06,5.0999e-06,6.22647e-07,5.59945e-05,5.6088e-05,5.60164e-05,5.53104e-07,6.394e-07,5.82025e-07,6.522e-07
830,usf1147_LCC_L1_MS_M.jpg,1.61815e-07,1.75222e-07,1.48867e-07,1.91074e-07,-9.73274e-06,-9.68817e-06,-9.74893e-06,-9.67032e-06,0.988507,0.9686,1.0,0.95344,1.67281e-06,1.66155e-06,1.67928e-06,1.65362e-06,1.61862e-07,1.7532e-07,1.48882e-07,1.91154e-07,1.61771e-07,1.7513e-07,1.48853e-07,1.90999e-07
362,usf0231_LCC_L1_CL_B.jpg,1.37082e-07,1.49304e-07,1.26322e-07,1.47819e-07,-6.77116e-06,-6.73721e-06,-6.78226e-06,-6.73866e-06,0.986252,0.964429,1.0,0.966246,1.1101e-06,1.10059e-06,1.11543e-06,1.10133e-06,1.37658e-07,1.50333e-07,1.26733e-07,1.48767e-07,1.36592e-07,1.4845e-07,1.25957e-07,1.46971e-07
754,usf0506_RMLO_L1_MS_B.jpg,2.68169e-07,2.83098e-07,2.56211e-07,2.90415e-07,-8.59288e-06,-8.55217e-06,-8.60261e-06,-8.54706e-06,0.985656,0.960382,1.0,0.952257,1.37564e-06,1.36367e-06,1.38161e-06,1.36001e-06,2.6877e-07,2.83842e-07,2.56801e-07,2.91063e-07,2.67926e-07,2.82802e-07,2.55982e-07,2.90115e-07
3321,5191822.jpg,3.74698e-05,5.93228e-05,2.85683e-05,5.87733e-05,-0.000186675,-0.00018305,-0.000188461,-0.000183466,0.920869,0.850573,1.0,0.877635,4.05538e-05,3.91711e-05,4.16838e-05,3.93982e-05,0.000264102,0.000429001,0.000175067,0.000427944,9.58034e-06,1.05752e-05,7.3448e-06,1.01502e-05
2831,usf4157_LCC_L1_CL_M.jpg,3.15475e-07,3.52794e-07,2.39131e-07,3.41026e-07,-1.40752e-05,-1.39982e-05,-1.41731e-05,-1.401e-05,0.94326,0.916222,1.0,0.922124,2.45381e-06,2.42838e-06,2.49151e-06,2.43421e-06,3.20224e-07,3.57536e-07,2.42129e-07,3.45648e-07,3.12856e-07,3.5002e-07,2.37787e-07,3.38423e-07
3361,5200818.jpg,3.16893e-05,5.81603e-05,3.78102e-05,5.93463e-05,-0.000245582,-0.00024069,-0.000247231,-0.000240034,0.952427,0.881616,1.0,0.868273,5.45936e-05,5.25032e-05,5.53891e-05,5.22381e-05,0.00013894,0.000332397,0.000206495,0.00033018,1.38696e-05,1.55919e-05,1.23598e-05,1.58401e-05
3126,4163513.jpg,5.65735e-05,7.90971e-05,4.13473e-05,7.72617e-05,-0.000312518,-0.00030611,-0.000317834,-0.000306726,0.851376,0.787677,1.0,0.806841,6.65884e-05,6.4244e-05,6.9942e-05,6.4541e-05,0.000199516,0.00032629,0.000145422,0.000321467,2.62495e-05,2.74003e-05,2.07707e-05,2.72327e-05
3223,5165852.jpg,1.80333e-05,2.94546e-05,1.72132e-05,2.99177e-05,-0.000156718,-0.000154081,-0.000157925,-0.000153906,0.932707,0.874327,1.0,0.886417,3.38639e-05,3.2882e-05,3.45201e-05,3.26908e-05,8.43526e-05,0.000166021,8.73072e-05,0.000163008,7.40409e-06,7.98449e-06,6.12485e-06,8.23718e-06
919,usf1213_LMLO_L1_CL_M.jpg,1.88945e-07,2.04854e-07,1.67811e-07,2.16948e-07,-9.08959e-06,-9.04662e-06,-9.1145e-06,-9.03424e-06,0.974346,0.951834,1.0,0.93795,1.52078e-06,1.50866e-06,1.53134e-06,1.50262e-06,1.89496e-07,2.05574e-07,1.68297e-07,2.17686e-07,1.88543e-07,2.04315e-07,1.67441e-07,2.1638e-07
1074,usf1394_RMLO_L1_MS_B.jpg,2.97026e-07,1.60223e-06,1.51981e-06,1.56625e-06,-1.25232e-05,-1.24134e-05,-1.25323e-05,-1.24486e-05,0.976615,0.924591,1.0,0.95874,2.14224e-06,2.09721e-06,2.14239e-06,2.11679e-06,3.3434e-07,1.74213e-05,1.73751e-05,1.74094e-05,2.80066e-07,3.39162e-07,2.62297e-07,2.99668e-07
234,usf0157_LMLO_L3_MS_M.jpg,5.08531e-07,5.83271e-07,5.05481e-07,5.44986e-07,-1.86229e-05,-1.84937e-05,-1.86285e-05,-1.85275e-05,0.995521,0.949996,1.0,0.973954,3.29982e-06,3.25321e-06,3.30213e-06,3.27281e-06,5.11903e-07,5.92176e-07,5.12298e-07,5.56829e-07,5.05809e-07,5.76875e-07,5.00809e-07,5.37652e-07
2236,usf3078_LMLO_L1_MS_M.jpg,4.47402e-07,4.95867e-07,4.1756e-07,4.69241e-07,-1.6866e-05,-1.67626e-05,-1.68989e-05,-1.67891e-05,0.979484,0.945494,1.0,0.96114,2.9561e-06,2.92241e-06,2.97097e-06,2.93568e-06,4.48593e-07,4.97304e-07,4.18574e-07,4.70611e-07,4.46658e-07,4.9491e-07,4.16931e-07,4.68398e-07
2047,usf1953_RMLO_L1_CL_B.jpg,2.55295e-07,3.0977e-07,2.43428e-07,2.88554e-07,-1.12004e-05,-1.11145e-05,-1.12154e-05,-1.11363e-05,0.987065,0.940054,1.0,0.965469,1.93528e-06,1.90288e-06,1.94068e-06,1.91384e-06,2.58462e-07,3.13715e-07,2.44958e-07,2.93625e-07,2.5275e-07,3.0661e-07,2.42352e-07,2.84424e-07
1838,usf1836_LMLO_L1_MS_B.jpg,9.2221e-08,9.32965e-08,7.8611e-08,1.1113e-07,-4.99508e-06,-4.97926e-06,-5.00938e-06,-4.96355e-06,0.978422,0.970524,1.0,0.944871,8.04761e-07,8.01917e-07,8.1121e-07,7.93742e-07,9.37699e-08,9.45832e-08,7.90858e-08,1.1481e-07,9.07978e-08,9.21181e-08,7.81886e-08,1.07906e-07
219,usf0151_RCC_L1_CL_M.jpg,2.08161e-07,7.13016e-07,6.89194e-07,7.18068e-07,-1.14977e-05,-1.14267e-05,-1.14905e-05,-1.14222e-05,0.995018,0.971465,1.0,0.967801,1.96327e-06,1.94261e-06,1.96152e-06,1.94008e-06,2.11065e-07,4.56722e-06,4.55588e-06,4.57068e-06,2.07078e-07,2.24941e-07,1.99496e-07,2.29997e-07
1159,usf1440_RMLO_L1_MS_B.jpg,3.97266e-08,4.25534e-08,3.52166e-08,4.19528e-08,-3.32359e-06,-3.31159e-06,-3.32918e-06,-3.31217e-06,0.98901,0.978157,1.0,0.979522,5.25038e-07,5.22205e-07,5.27292e-07,5.22505e-07,3.97706e-08,4.26067e-08,3.52583e-08,4.2005e-08,3.96893e-08,4.25087e-08,3.51814e-08,4.19086e-08
1177,usf1450_LCC_L1_MS_B.jpg,9.87968e-08,1.04893e-07,8.5257e-08,1.06731e-07,-4.76521e-06,-4.74644e-06,-4.77799e-06,-4.74493e-06,0.971781,0.955619,1.0,0.952235,7.50092e-07,7.44958e-07,7.56862e-07,7.44039e-07,9.87973e-08,1.04893e-07,8.5258e-08,1.06731e-07,9.87963e-08,1.04893e-07,8.52561e-08,1.0673e-07
1680,usf1753_RCC_L1_CL_B.jpg,6.65049e-07,6.85987e-07,4.87684e-07,7.35816e-07,-1.68143e-05,-1.67492e-05,-1.69117e-05,-1.67103e-05,0.957037,0.937218,1.0,0.927585,2.89023e-06,2.87273e-06,2.9585e-06,2.85002e-06,7.45933e-07,7.70713e-07,5.07015e-07,8.27457e-07,5.89697e-07,6.06936e-07,4.69638e-07,6.50627e-07
836,usf1150_RCC_L1_MS_M.jpg,7.46259e-08,8.46618e-07,8.31194e-07,8.44375e-07,-7.0515e-06,-7.00384e-06,-7.04315e-06,-7.00557e-06,0.993517,0.970604,1.0,0.972713,1.18315e-06,1.16635e-06,1.17825e-06,1.16716e-06,7.48231e-08,1.09761e-05,1.09919e-05,1.09717e-05,7.44588e-08,8.97699e-08,7.23703e-08,8.82209e-08
3232,5170553.jpg,7.71191e-05,0.000136399,8.10912e-05,0.000142966,-0.000345382,-0.00034022,-0.000348118,-0.000336171,0.926468,0.898444,1.0,0.804992,7.7214e-05,7.54524e-05,7.88738e-05,7.2788e-05,0.000507446,0.00109911,0.000622946,0.00109991,2.3409e-05,2.34573e-05,2.01791e-05,2.80565e-05
1101,usf1410_LCC_L1_MS_B.jpg,1.13605e-07,1.25828e-07,1.07346e-07,1.29717e-07,-6.11397e-06,-6.08394e-06,-6.12047e-06,-6.07988e-06,0.989631,0.962555,1.0,0.957032,9.9237e-07,9.83525e-07,9.95499e-07,9.81576e-07,1.13636e-07,1.25873e-07,1.07374e-07,1.29746e-07,1.13576e-07,1.25787e-07,1.0732e-07,1.29689e-07
3322,5191953.jpg,8.33898e-05,0.000136487,7.25978e-05,0.000139158,-0.000388183,-0.000380106,-0.000392016,-0.000379215,0.929198,0.861774,1.0,0.845964,9.0151e-05,8.67431e-05,9.19564e-05,8.66324e-05,0.000541165,0.00103351,0.000526074,0.00104405,2.25881e-05,2.54217e-05,1.97749e-05,2.5241e-05
1892,usf1867_RMLO_L1_CL_B.jpg,1.28829e-07,1.13228e-06,1.10925e-06,1.13379e-06,-9.12656e-06,-9.06433e-06,-9.116e-06,-9.06256e-06,0.999635,0.975155,1.0,0.975616,1.56506e-06,1.54339e-06,1.56065e-06,1.54256e-06,1.28857e-07,1.45695e-05,1.45892e-05,1.45706e-05,1.28803e-07,1.50547e-07,1.24527e-07,1.52244e-07
1148,usf1435_RCC_L1_MS_B.jpg,6.24097e-08,7.17772e-08,5.88483e-08,7.07132e-08,-4.29178e-06,-4.26976e-06,-4.29604e-06,-4.27081e-06,0.99271,0.97015,1.0,0.972048,6.88782e-07,6.8222e-07,6.90545e-07,6.82756e-07,6.24898e-08,7.1861e-08,5.8875e-08,7.08125e-08,6.23399e-08,7.17048e-08,5.88268e-08,7.06323e-08
3036,4144048.jpg,6.43658e-05,9.94206e-05,5.46129e-05,9.24223e-05,-0.000328331,-0.000320744,-0.000334525,-0.00032315,0.837635,0.747645,1.0,0.80319,6.85776e-05,6.4936e-05,7.25693e-05,6.67432e-05,0.000213755,0.000410469,0.000214717,0.000395654,3.10206e-05,3.38016e-05,2.45813e-05,3.12424e-05
1866,usf1849_LMLO_L1_MS_M.jpg,3.09248e-07,3.23422e-07,2.43796e-07,3.33488e-07,-1.02773e-05,-1.02351e-05,-1.0337e-05,-1.02278e-05,0.964816,0.948207,1.0,0.937952,1.73153e-06,1.71958e-06,1.76046e-06,1.715e-06,3.24902e-07,3.39175e-07,2.47793e-07,3.5071e-07,2.95421e-07,3.0945e-07,2.40569e-07,3.18272e-07
667,usf0406_LCC_L1_CL_B.jpg,3.23917e-07,1.15997e-06,1.11735e-06,1.16339e-06,-1.41337e-05,-1.40429e-05,-1.4135e-05,-1.40399e-05,0.988282,0.957502,1.0,0.955001,2.42437e-06,2.39711e-06,2.42758e-06,2.39542e-06,3.23925e-07,8.66656e-06,8.64979e-06,8.6702e-06,3.23909e-07,3.48864e-07,3.03388e-07,3.52228e-07
3021,4134335.jpg,9.92034e-05,0.000178833,0.000104449,0.000181544,-0.000421394,-0.000412472,-0.000424481,-0.000411014,0.940374,0.869078,1.0,0.835482,9.54798e-05,9.18501e-05,9.73591e-05,9.08644e-05,0.000692892,0.00145947,0.000804858,0.00146596,2.9657e-05,3.20282e-05,2.63005e-05,3.37402e-05
2850,usf4167_RMLO_L1_CL_B.jpg,2.68887e-07,2.96225e-07,2.30628e-07,2.87008e-07,-1.43586e-05,-1.42854e-05,-1.44047e-05,-1.42956e-05,0.970741,0.944337,1.0,0.951734,2.48445e-06,2.464e-06,2.50359e-06,2.4686e-06,2.69844e-07,2.97487e-07,2.31654e-07,2.88226e-07,2.68378e-07,2.95577e-07,2.30092e-07,2.86379e-07
1407,usf1583_RMLO_L1_MS_M.jpg,1.81724e-07,1.99386e-07,1.53233e-07,1.88665e-07,-6.30201e-06,-6.26902e-06,-6.32992e-06,-6.27774e-06,0.957494,0.927757,1.0,0.94241,1.00853e-06,9.96859e-07,1.02277e-06,1.0022e-06,1.81766e-07,1.99512e-07,1.53268e-07,1.88735e-07,1.81685e-07,1.99269e-07,1.532e-07,1.88599e-07
2936,mdb130_45.png,8.12309e-05,9.42254e-05,8.20393e-05,9.68004e-05,-0.00146613,-0.00137203,-0.00146598,-0.00137016,0.99494,0.877465,1.0,0.864547,0.000420182,0.00039037,0.000419778,0.000388564,8.12309e-05,9.61417e-05,8.20393e-05,9.71597e-05,8.12309e-05,9.24289e-05,8.20393e-05,9.64635e-05
3306,5190308.jpg,6.36257e-05,9.14951e-05,4.42674e-05,9.98534e-05,-0.000300494,-0.000296832,-0.000303159,-0.000292046,0.967818,0.95095,1.0,0.825594,6.80585e-05,6.72198e-05,6.96943e-05,6.4284e-05,0.000476251,0.000718646,0.000267811,0.000730563,1.5845e-05,1.49564e-05,1.3268e-05,1.99178e-05
1130,usf1426_RMLO_L1_MS_B.jpg,2.18654e-07,2.6263e-07,1.95336e-07,2.25515e-07,-1.00576e-05,-9.98509e-06,-1.0084e-05,-1.00209e-05,0.978872,0.93046,1.0,0.968349,1.70896e-06,1.68226e-06,1.7206e-06,1.70083e-06,2.19133e-07,2.63217e-07,1.95756e-07,2.26188e-07,2.18358e-07,2.62253e-07,1.95081e-07,2.25107e-07
1510,usf1646_RMLO_L1_CL_B.jpg,2.21478e-07,2.48396e-07,1.95848e-07,2.35307e-07,-8.60347e-06,-8.55327e-06,-8.63168e-06,-8.5653e-06,0.968614,0.932224,1.0,0.947566,1.41519e-06,1.39786e-06,1.428e-06,1.40436e-06,2.22246e-07,2.4971e-07,1.96649e-07,2.36466e-07,2.2106e-07,2.47677e-07,1.95424e-07,2.34711e-07
2743,usf4103_RCC_L1_CL_M.jpg,9.90168e-08,4.74059e-07,4.46665e-07,4.62831e-07,-7.19493e-06,-7.1503e-06,-7.20408e-06,-7.16252e-06,0.986688,0.965641,1.0,0.973839,1.2308e-06,1.21721e-06,1.23469e-06,1.22275e-06,9.9438e-08,3.87379e-06,3.85573e-06,3.86164e-06,9.8717e-08,1.13117e-07,8.48726e-08,1.02078e-07
859,usf1164_LMLO_L1_MS_M.jpg,2.11045e-07,2.29348e-07,1.95044e-07,2.37934e-07,-9.07499e-06,-9.03196e-06,-9.09283e-06,-9.02363e-06,0.976778,0.955903,1.0,0.947625,1.52561e-06,1.51244e-06,1.53365e-06,1.50805e-06,2.13668e-07,2.34109e-07,1.98042e-07,2.41677e-07,2.09984e-07,2.27747e-07,1.93882e-07,2.36552e-07
1987,usf1919_RMLO_L1_CL_B.jpg,7.73283e-07,8.53837e-07,5.58738e-07,7.9998e-07,-2.02024e-05,-2.00676e-05,-2.03442e-05,-2.01202e-05,0.958135,0.911637,1.0,0.940726,3.52065e-06,3.47231e-06,3.60246e-06,3.49902e-06,8.67476e-07,9.54275e-07,5.76355e-07,8.99838e-07,6.85226e-07,7.6001e-07,5.42244e-07,7.06806e-07
2261,usf3092_RCC_L1_CL_B.jpg,1.39803e-07,7.81062e-07,7.62351e-07,7.83313e-07,-1.06023e-05,-1.05389e-05,-1.05947e-05,-1.05367e-05,1.0,0.978573,0.998688,0.977945,1.8272e-06,1.81062e-06,1.8266e-06,1.8095e-06,1.40795e-07,6.80833e-06,6.80964e-06,6.81208e-06,1.39115e-07,1.50493e-07,1.29981e-07,1.52767e-07
2209,usf3069_RCC_L1_MS_M.jpg,2.10668e-07,2.29961e-07,2.01218e-07,2.30018e-07,-1.0668e-05,-1.06126e-05,-1.06783e-05,-1.06126e-05,0.990147,0.965374,1.0,0.964448,1.79472e-06,1.77986e-06,1.79955e-06,1.77966e-06,2.13077e-07,2.34006e-07,2.03941e-07,2.33394e-07,2.09091e-07,2.27087e-07,1.99373e-07,2.27602e-07
118,usf0078_LCC_L5_CL_M.jpg,7.31692e-07,7.68051e-07,6.01138e-07,7.69954e-07,-2.5434e-05,-2.53128e-05,-2.55676e-05,-2.53118e-05,0.958049,0.938604,1.0,0.937875,4.60833e-06,4.57519e-06,4.67319e-06,4.57454e-06,7.49653e-07,7.86314e-07,6.15734e-07,7.89581e-07,7.26808e-07,7.63337e-07,5.97221e-07,7.64486e-07
804,usf1132_LMLO_L1_MS_M.jpg,1.79701e-07,1.96079e-07,1.66633e-07,2.11798e-07,-1.05136e-05,-1.04633e-05,-1.05288e-05,-1.04455e-05,0.992123,0.972544,1.0,0.957073,1.81462e-06,1.80154e-06,1.8212e-06,1.79368e-06,1.80422e-07,1.97166e-07,1.67571e-07,2.12893e-07,1.7928e-07,1.95455e-07,1.66093e-07,2.11164e-07
1374,usf1563_RMLO_L1_MS_B.jpg,9.9235e-08,1.18525e-07,9.52865e-08,1.11035e-07,-6.03006e-06,-5.99288e-06,-6.03441e-06,-5.99998e-06,0.989261,0.956544,1.0,0.968977,9.87325e-07,9.74976e-07,9.893e-07,9.78721e-07,9.92521e-08,1.18546e-07,9.53054e-08,1.11058e-07,9.92191e-08,1.18505e-07,9.52688e-08,1.11014e-07
1086,usf1401_RCC_L1_MS_M.jpg,4.36704e-07,4.68671e-07,3.37169e-07,4.7287e-07,-1.66578e-05,-1.65786e-05,-1.67571e-05,-1.65734e-05,0.956543,0.93426,1.0,0.932047,2.92265e-06,2.90027e-06,2.96889e-06,2.89758e-06,4.53741e-07,4.9413e-07,3.42016e-07,4.95314e-07,4.23002e-07,4.50551e-07,3.33051e-07,4.56143e-07
2649,usf4054_LMLO_L1_CL_B.jpg,2.79415e-07,3.20569e-07,2.37446e-07,3.04885e-07,-1.45825e-05,-1.44942e-05,-1.46333e-05,-1.45121e-05,0.981357,0.946365,1.0,0.957161,2.57286e-06,2.54521e-06,2.59308e-06,2.55306e-06,2.83507e-07,3.24693e-07,2.39366e-07,3.09055e-07,2.76167e-07,3.17287e-07,2.36359e-07,3.01589e-07
27,usf0016_RMLO_L1_MS_M.jpg,1.89362e-07,2.01983e-07,1.85718e-07,2.15768e-07,-7.81625e-06,-7.77849e-06,-7.81932e-06,-7.76607e-06,0.997226,0.976197,1.0,0.961162,1.28902e-06,1.27856e-06,1.29084e-06,1.27167e-06,1.89366e-07,2.01991e-07,1.8572e-07,2.15778e-07,1.89358e-07,2.01976e-07,1.85716e-07,2.15758e-07
2609,usf4032_RMLO_L1_MS_M.jpg,2.26968e-07,2.37718e-07,1.92888e-07,2.52356e-07,-1.14089e-05,-1.13643e-05,-1.14512e-05,-1.13482e-05,0.969611,0.954204,1.0,0.942332,1.95909e-06,1.94832e-06,1.9761e-06,1.94098e-06,2.27083e-07,2.37867e-07,1.92924e-07,2.52453e-07,2.26861e-07,2.37579e-07,1.92855e-07,2.52265e-07
83,usf0060_LCC_L1_CL_M.jpg,2.9601e-07,3.42482e-07,2.87245e-07,3.15562e-07,-1.19199e-05,-1.18362e-05,-1.19311e-05,-1.18615e-05,0.990603,0.947697,1.0,0.966796,2.04141e-06,2.01166e-06,2.04581e-06,2.0251e-06,2.96788e-07,3.43483e-07,2.88109e-07,3.16499e-07,2.95608e-07,3.41954e-07,2.86808e-07,3.15091e-07
1659,usf1741_LMLO_L1_CL_B.jpg,2.49777e-07,2.70989e-07,2.31857e-07,2.87016e-07,-1.1939e-05,-1.1881e-05,-1.19613e-05,-1.18644e-05,0.981534,0.958929,1.0,0.943105,2.0348e-06,2.01857e-06,2.04375e-06,2.01056e-06,2.49998e-07,2.71247e-07,2.32048e-07,2.87274e-07,2.49569e-07,2.70746e-07,2.31679e-07,2.86773e-07
1515,usf1649_LCC_L1_CL_B.jpg,1.69209e-07,1.79378e-07,1.47552e-07,1.83909e-07,-7.85717e-06,-7.82392e-06,-7.88139e-06,-7.81946e-06,0.971156,0.952498,1.0,0.947029,1.29887e-06,1.29026e-06,1.30964e-06,1.28798e-06,1.70899e-07,1.81441e-07,1.48994e-07,1.85922e-07,1.68241e-07,1.78172e-07,1.46729e-07,1.82757e-07
1545,usf1674_LCC_L1_MS_M.jpg,2.57695e-07,2.81238e-07,2.26707e-07,2.93701e-07,-1.27023e-05,-1.26401e-05,-1.27412e-05,-1.26271e-05,0.973514,0.948836,1.0,0.938577,2.1797e-06,2.16183e-06,2.19505e-06,2.15571e-06,2.58971e-07,2.8218e-07,2.27345e-07,2.951e-07,2.5683e-07,2.80558e-07,2.26219e-07,2.92744e-07
1963,usf1905_LMLO_L1_CL_M.jpg,7.68826e-07,8.31389e-07,6.27739e-07,8.78494e-07,-2.01998e-05,-2.00881e-05,-2.02824e-05,-2.00446e-05,0.982067,0.945846,1.0,0.924407,3.51681e-06,3.47813e-06,3.56642e-06,3.45506e-06,8.50048e-07,9.20974e-07,6.45733e-07,9.69488e-07,6.93188e-07,7.48202e-07,6.10875e-07,7.93935e-07
260,usf0174_RCC_L2_MS_M.jpg,2.0344e-07,2.2765e-07,1.81585e-07,2.18781e-07,-7.92918e-06,-7.88351e-06,-7.94922e-06,-7.89051e-06,0.97262,0.940678,1.0,0.950532,1.3057e-06,1.2894e-06,1.31663e-06,1.29383e-06,2.03533e-07,2.2781e-07,1.81681e-07,2.18916e-07,2.03368e-07,2.27513e-07,1.81509e-07,2.18665e-07
2232,usf3077_RCC_L1_CL_M.jpg,5.55185e-07,3.38803e-06,3.32017e-06,3.40192e-06,-2.35636e-05,-2.3361e-05,-2.35084e-05,-2.33473e-05,1.0,0.962638,0.993702,0.956421,4.25395e-06,4.18214e-06,4.22889e-06,4.17447e-06,6.07447e-07,3.64946e-05,3.65002e-05,3.64991e-05,5.37229e-07,6.00864e-07,5.35504e-07,6.16307e-07
953,usf1236_RMLO_L1_CL_M.jpg,3.46401e-07,3.97748e-07,3.23365e-07,3.91606e-07,-1.83574e-05,-1.82465e-05,-1.83894e-05,-1.8253e-05,0.986354,0.953024,1.0,0.956472,3.26259e-06,3.22801e-06,3.27414e-06,3.23107e-06,3.4663e-07,3.98179e-07,3.23737e-07,3.92007e-07,3.46202e-07,3.97382e-07,3.23072e-07,3.91263e-07
984,usf1259_LCC_L1_CL_B.jpg,2.27059e-07,1.64215e-06,1.60469e-06,1.6537e-06,-1.39181e-05,-1.38084e-05,-1.38946e-05,-1.3798e-05,1.0,0.963346,0.996496,0.957057,2.431e-06,2.39479e-06,2.42238e-06,2.38986e-06,2.29892e-07,1.94961e-05,1.95009e-05,1.94894e-05,2.25847e-07,2.66385e-07,2.24316e-07,2.75823e-07
2079,usf3007_LCC_L1_CL_M.jpg,8.08364e-07,8.9397e-07,7.54957e-07,8.57595e-07,-2.65875e-05,-2.64152e-05,-2.66428e-05,-2.64501e-05,0.979924,0.940385,1.0,0.953382,4.79706e-06,4.73889e-06,4.82366e-06,4.75698e-06,8.12854e-07,8.99172e-07,7.5905e-07,8.6269e-07,8.06111e-07,8.91122e-07,7.53006e-07,8.55049e-07
2402,usf3424_LMLO_L1_MS_B.jpg,3.22074e-07,3.59963e-07,2.99548e-07,3.37059e-07,-1.26171e-05,-1.2537e-05,-1.26388e-05,-1.25592e-05,0.983376,0.946087,1.0,0.963799,2.15929e-06,2.13342e-06,2.17055e-06,2.14484e-06,3.2247e-07,3.60447e-07,2.99905e-07,3.37451e-07,3.21789e-07,3.59606e-07,2.99287e-07,3.36772e-07
1076,usf1396_LMLO_L1_MS_B.jpg,3.05023e-07,3.314e-07,2.79489e-07,3.62732e-07,-1.48045e-05,-1.4732e-05,-1.48348e-05,-1.46995e-05,0.98401,0.959651,1.0,0.93839,2.58524e-06,2.56493e-06,2.59797e-06,2.54941e-06,3.05421e-07,3.31879e-07,2.79771e-07,3.63716e-07,3.0471e-07,3.31022e-07,2.79268e-07,3.61953e-07
543,usf0344_LMLO_L2_CL_M.jpg,2.24058e-07,1.56597e-06,1.51642e-06,1.54331e-06,-1.19538e-05,-1.18579e-05,-1.1945e-05,-1.18767e-05,0.996022,0.960651,1.0,0.974297,2.04746e-06,2.01253e-06,2.04581e-06,2.02368e-06,2.24673e-07,1.80553e-05,1.80659e-05,1.80333e-05,2.23482e-07,2.60859e-07,2.07454e-07,2.38728e-07
3297,5185039.jpg,0.000116528,0.000203335,0.00010692,0.000198642,-0.000327878,-0.000318133,-0.000329385,-0.000319247,0.980484,0.877957,1.0,0.891757,7.2577e-05,6.81721e-05,7.37604e-05,6.86948e-05,0.000885061,0.00165434,0.000799857,0.00164303,2.48639e-05,2.71397e-05,2.31938e-05,2.71653e-05
